session,split,n_frames,dot_valid,face_valid,left_eye_valid,right_eye_valid,all4,all4_pct
01178,train,485,485,472,358,358,358,0.7381
01180,train,2680,2680,1450,855,855,855,0.3190
01181,train,934,934,934,662,662,662,0.7088
01182,train,2187,2187,2172,1751,1751,1751,0.8006
01183,test,2911,2911,2903,2362,2362,2362,0.8114
01184,train,2209,2209,2048,925,925,925,0.4187
01185,train,15,15,15,0,0,0,0.0000
01186,train,295,295,291,166,166,166,0.5627
01188,train,877,877,766,399,399,399,0.4550
01191,train,2903,2903,2825,1998,1998,1998,0.6883
01195,train,1004,1004,970,730,730,730,0.7271
01199,train,416,416,386,239,239,239,0.5745
01200,test,797,797,734,582,582,582,0.7302
01201,train,994,994,964,896,896,896,0.9014
01204,train,1565,1565,1546,1458,1458,1458,0.9316
01206,train,1801,1801,1674,1418,1418,1418,0.7873
01207,train,289,289,270,135,135,135,0.4671
01208,train,2293,2293,2175,655,655,655,0.2857
01209,train,2087,2087,2076,1755,1755,1755,0.8409
01211,train,736,736,595,433,433,433,0.5883
01212,train,1163,1163,801,50,50,50,0.0430
01213,train,141,141,140,116,116,116,0.8227
01219,train,2283,2283,2262,22,22,22,0.0096
01220,val,2113,2113,2099,1781,1781,1781,0.8429
01221,train,539,539,479,362,362,362,0.6716
01222,train,439,439,407,268,268,268,0.6105
01224,train,2375,2375,2324,1878,1878,1878,0.7907
01225,train,1495,1495,1259,718,718,718,0.4803
01231,train,2690,2690,2647,2256,2256,2256,0.8387
01232,train,291,291,290,272,272,272,0.9347
01233,train,2178,2178,2164,2038,2038,2038,0.9357
01237,train,1131,1131,948,571,571,571,0.5049
01243,train,2547,2547,1217,160,160,160,0.0628
01244,train,1378,1378,1319,976,976,976,0.7083
01247,train,980,980,910,450,450,450,0.4592
01248,val,1335,1335,1189,229,229,229,0.1715
01250,train,2272,2272,2136,1926,1926,1926,0.8477
01252,train,975,975,929,682,682,682,0.6995
01254,train,1215,1215,1010,617,617,617,0.5078
01255,train,1375,1375,841,114,114,114,0.0829
01256,train,2278,2278,2066,1417,1417,1417,0.6220
01259,train,1159,1159,901,422,422,422,0.3641
01260,train,155,155,152,56,56,56,0.3613
01262,train,1193,1193,1111,403,403,403,0.3378
01266,train,3006,3006,2770,961,961,961,0.3197
01267,train,78,78,73,54,54,54,0.6923
01269,train,3363,3363,2820,1023,1023,1023,0.3042
01270,train,300,300,283,164,164,164,0.5467
01273,test,2148,2148,1843,637,637,637,0.2966
01274,val,305,305,284,236,236,236,0.7738
01275,train,45,45,45,42,42,42,0.9333
01276,train,26,26,26,17,17,17,0.6538
01278,test,1168,1168,1047,842,842,842,0.7209
01279,train,2529,2529,2319,821,821,821,0.3246
01281,train,1271,1271,1189,633,633,633,0.4980
01282,train,1045,1045,902,687,687,687,0.6574
01283,train,2935,2935,2668,1664,1664,1664,0.5670
01285,train,2264,2264,1894,400,400,400,0.1767
01286,test,2327,2327,2215,1511,1511,1511,0.6493
01293,train,374,374,301,144,144,144,0.3850
01295,train,2071,2071,1932,1476,1476,1476,0.7127
01297,val,841,841,693,358,358,358,0.4257
01298,train,1587,1587,1428,527,527,527,0.3321
01300,train,2348,2348,2165,985,985,985,0.4195
01301,train,2343,2343,2304,1922,1922,1922,0.8203
01303,train,2467,2467,2133,987,987,987,0.4001
01304,train,293,293,261,73,73,73,0.2491
01315,train,1132,1132,1065,2,2,2,0.0018
01316,train,386,386,372,304,304,304,0.7876
01319,val,2166,2166,2165,1900,1900,1900,0.8772
01320,train,303,303,285,108,108,108,0.3564
01323,train,2122,2122,2046,1574,1574,1574,0.7418
01326,test,2596,2596,2548,2063,2063,2063,0.7947
01327,train,3021,3021,2979,2290,2290,2290,0.7580
01328,train,1957,1957,1887,1517,1517,1517,0.7752
01329,test,2090,2090,2020,1748,1748,1748,0.8364
01330,train,2168,2168,1958,479,479,479,0.2209
01331,train,2013,2013,1657,757,757,757,0.3761
01333,train,1554,1554,940,168,168,168,0.1081
01340,train,1306,1306,952,380,380,380,0.2910
01347,train,2121,2121,2002,1030,1030,1030,0.4856
01348,train,2333,2333,2200,1607,1607,1607,0.6888
01349,train,1760,1760,1518,880,880,880,0.5000
01350,train,4,4,4,4,4,4,1.0000
01351,train,1229,1229,1079,368,368,368,0.2994
01352,train,2272,2272,1909,1261,1261,1261,0.5550
01353,train,2336,2336,2201,1646,1646,1646,0.7046
01354,train,1344,1344,1178,197,197,197,0.1466
01356,train,1309,1309,1057,547,547,547,0.4179
01357,train,2158,2158,1837,902,902,902,0.4180
01358,train,1032,1032,1024,905,905,905,0.8769
01360,train,1632,1632,1365,1044,1044,1044,0.6397
01361,train,289,289,288,288,288,288,0.9965
01362,train,1989,1989,1803,757,757,757,0.3806
01366,train,1268,1268,1201,1049,1049,1049,0.8273
01367,train,1348,1348,1319,1137,1137,1137,0.8435
01368,train,2206,2206,2175,2060,2060,2060,0.9338
01370,test,2085,2085,1889,1288,1288,1288,0.6177
01372,train,10,10,10,10,10,10,1.0000
01373,val,2177,2177,2069,1236,1236,1236,0.5678
01375,train,1976,1976,1897,1212,1212,1212,0.6134
01376,test,2571,2571,2375,618,618,618,0.2404
01377,train,2508,2508,2424,1593,1593,1593,0.6352
01379,train,2666,2666,2567,1830,1830,1830,0.6864
01380,train,2221,2221,2036,1037,1037,1037,0.4669
01382,train,1303,1303,1262,1199,1199,1199,0.9202
01383,train,547,547,539,368,368,368,0.6728
01384,train,3532,3532,3515,1450,1450,1450,0.4105
01386,train,1323,1323,1003,604,604,604,0.4565
01387,train,2365,2365,2156,1186,1186,1186,0.5015
01388,train,2910,2910,2830,2357,2357,2357,0.8100
01389,train,761,761,709,529,529,529,0.6951
01390,train,2916,2916,2854,2740,2740,2740,0.9396
01391,train,2220,2220,2170,1745,1745,1745,0.7860
01392,train,309,309,266,181,181,181,0.5858
01393,train,95,95,95,88,88,88,0.9263
01396,train,810,810,789,589,589,589,0.7272
01400,train,1009,1009,961,894,894,894,0.8860
01404,val,1707,1707,1649,1422,1422,1422,0.8330
01405,train,263,263,206,34,34,34,0.1293
01406,train,443,443,425,128,128,128,0.2889
01414,train,313,313,273,199,199,199,0.6358
01415,train,2179,2179,2015,1624,1624,1624,0.7453
01420,train,1149,1149,1089,834,834,834,0.7258
01421,train,161,161,157,149,149,149,0.9255
01423,train,1093,1093,1022,888,888,888,0.8124
01424,train,252,252,251,181,181,181,0.7183
01425,test,1723,1723,1328,802,802,802,0.4655
01428,train,1150,1150,883,216,216,216,0.1878
01430,train,2265,2265,1780,1110,1110,1110,0.4901
01431,train,306,306,306,306,306,306,1.0000
01432,train,2621,2621,1863,571,571,571,0.2179
01434,train,1398,1398,1244,823,823,823,0.5887
01435,train,2281,2281,1761,731,731,731,0.3205
01438,train,2458,2458,2285,665,665,665,0.2705
01440,train,257,257,256,184,184,184,0.7160
01443,train,674,674,554,341,341,341,0.5059
01445,train,364,364,338,171,171,171,0.4698
01446,train,642,642,618,523,523,523,0.8146
01448,train,2505,2505,2407,1324,1324,1324,0.5285
01451,train,2688,2688,2507,1752,1752,1752,0.6518
01454,train,1658,1658,1413,781,781,781,0.4710
01456,train,2404,2404,2339,1796,1796,1796,0.7471
01457,test,2147,2147,2082,1371,1371,1371,0.6386
01459,train,284,284,262,194,194,194,0.6831
01460,train,2277,2277,2213,1789,1789,1789,0.7857
01462,train,127,127,121,112,112,112,0.8819
01467,train,413,413,409,368,368,368,0.8910
01470,train,951,951,916,719,719,719,0.7560
01471,train,1099,1099,1086,817,817,817,0.7434
01472,train,1524,1524,1444,961,961,961,0.6306
01473,train,1350,1350,1265,1147,1147,1147,0.8496
01474,train,2195,2195,1969,1288,1288,1288,0.5868
01475,val,1772,1772,1573,1032,1032,1032,0.5824
01477,test,2054,2054,2024,1618,1618,1618,0.7877
01478,train,1992,1992,1977,1692,1692,1692,0.8494
01479,train,316,316,270,116,116,116,0.3671
01480,train,322,322,322,255,255,255,0.7919
01481,train,1086,1086,1072,784,784,784,0.7219
01482,train,135,135,131,92,92,92,0.6815
01483,train,149,149,115,15,15,15,0.1007
01485,train,293,293,235,79,79,79,0.2696
01486,train,1675,1675,1642,1089,1089,1089,0.6501
01487,train,2072,2072,1710,908,908,908,0.4382
01488,train,908,908,894,834,834,834,0.9185
01491,train,2128,2128,2066,1814,1814,1814,0.8524
01492,train,991,991,971,754,754,754,0.7608
01496,train,3082,3082,3080,2434,2434,2434,0.7897
01497,train,266,266,266,263,263,263,0.9887
01499,train,1252,1252,1188,330,330,330,0.2636
01506,test,1085,1085,1029,965,965,965,0.8894
01508,train,522,522,513,479,479,479,0.9176
01509,val,2132,2132,1994,1860,1860,1860,0.8724
01510,train,2600,2600,2425,1036,1036,1036,0.3985
01511,train,2002,2002,1991,1580,1580,1580,0.7892
01514,train,1855,1855,1729,62,62,62,0.0334
01515,train,246,246,234,202,202,202,0.8211
01516,train,1691,1691,1550,1131,1131,1131,0.6688
01517,test,1702,1702,1420,1147,1147,1147,0.6739
01519,train,2168,2168,1930,1201,1201,1201,0.5540
01523,train,1921,1921,1745,1012,1012,1012,0.5268
01524,train,893,893,773,426,426,426,0.4770
01525,test,2406,2406,2051,693,693,693,0.2880
01528,train,2514,2514,1595,135,135,135,0.0537
01531,train,1975,1975,1896,1241,1241,1241,0.6284
01532,train,2286,2286,1959,876,876,876,0.3832
01533,train,368,368,312,129,129,129,0.3505
01534,train,1969,1969,1619,660,660,660,0.3352
01540,train,1194,1194,1138,451,451,451,0.3777
01542,train,141,141,106,82,82,82,0.5816
01543,val,1233,1233,1188,353,353,353,0.2863
01544,train,2391,2391,2242,1141,1141,1141,0.4772
01546,train,2143,2143,1652,375,375,375,0.1750
01551,train,403,403,398,381,381,381,0.9454
01553,train,3025,3025,2929,2310,2310,2310,0.7636
01556,train,2172,2172,2045,1328,1328,1328,0.6114
01566,train,388,388,382,362,362,362,0.9330
01569,train,399,399,387,332,332,332,0.8321
01574,train,2144,2144,2109,1622,1622,1622,0.7565
01575,test,906,906,853,710,710,710,0.7837
01577,train,328,328,302,60,60,60,0.1829
01581,train,2196,2196,1988,1036,1036,1036,0.4718
01582,train,282,282,282,98,98,98,0.3475
01583,train,2597,2597,1855,587,587,587,0.2260
01584,train,1149,1149,853,434,434,434,0.3777
01602,train,1878,1878,1453,541,541,541,0.2881
01603,train,2143,2143,2087,1811,1811,1811,0.8451
01604,train,2261,2261,2167,1667,1667,1667,0.7373
01606,train,2210,2210,2174,1315,1315,1315,0.5950
01611,train,2321,2321,2309,2113,2113,2113,0.9104
01612,train,2111,2111,2057,1481,1481,1481,0.7016
01613,train,1243,1243,1229,1189,1189,1189,0.9566
01617,train,2124,2124,2047,1238,1238,1238,0.5829
01618,train,2074,2074,1946,1626,1626,1626,0.7840
01625,test,2666,2666,2586,1471,1471,1471,0.5518
01627,train,1013,1013,854,44,44,44,0.0434
01630,train,1107,1107,1017,949,949,949,0.8573
01631,train,928,928,908,407,407,407,0.4386
01633,train,1003,1003,987,633,633,633,0.6311
01635,train,2305,2305,2190,1362,1362,1362,0.5909
01636,train,1587,1587,1545,1304,1304,1304,0.8217
01637,train,2579,2579,2489,1183,1183,1183,0.4587
01640,train,1084,1084,1052,984,984,984,0.9077
01643,train,2353,2353,2170,1325,1325,1325,0.5631
01644,train,2453,2453,2282,910,910,910,0.3710
01645,train,2411,2411,2065,1669,1669,1669,0.6922
01646,val,927,927,829,700,700,700,0.7551
01648,train,2251,2251,1992,847,847,847,0.3763
01650,train,2648,2648,2614,876,876,876,0.3308
01651,train,2331,2331,1713,480,480,480,0.2059
01653,train,2117,2117,2063,1318,1318,1318,0.6226
01658,train,2119,2119,1588,194,194,194,0.0916
01661,train,2521,2521,1565,711,711,711,0.2820
01665,train,2111,2111,1750,925,925,925,0.4382
01669,train,2401,2401,2319,1627,1627,1627,0.6776
01671,train,2849,2849,2799,1454,1454,1454,0.5104
01672,test,2651,2651,2644,2127,2127,2127,0.8023
01674,test,2300,2300,2016,1196,1196,1196,0.5200
01676,train,9,9,9,9,9,9,1.0000
01678,train,2169,2169,1707,516,516,516,0.2379
01680,train,1880,1880,1361,642,642,642,0.3415
01681,train,2666,2666,2545,2090,2090,2090,0.7839
01682,train,1818,1818,1359,632,632,632,0.3476
01684,train,2596,2596,2577,2306,2306,2306,0.8883
01687,train,2499,2499,2357,1906,1906,1906,0.7627
01689,test,2346,2346,1609,697,697,697,0.2971
01690,train,2692,2692,2557,1134,1134,1134,0.4212
01692,train,1465,1465,1452,1420,1420,1420,0.9693
01693,train,2115,2115,2091,1488,1488,1488,0.7035
01697,train,283,283,268,177,177,177,0.6254
01698,train,255,255,255,225,225,225,0.8824
01700,train,2602,2602,2327,288,288,288,0.1107
01702,test,2376,2376,2087,1257,1257,1257,0.5290
01703,train,1585,1585,1569,333,333,333,0.2101
01705,train,172,172,165,159,159,159,0.9244
01706,train,2163,2163,1907,1329,1329,1329,0.6144
01709,train,794,794,782,607,607,607,0.7645
01710,train,2367,2367,2284,717,717,717,0.3029
01713,train,2770,2770,2715,2416,2416,2416,0.8722
01717,train,2178,2178,2074,1610,1610,1610,0.7392
01718,train,399,399,391,233,233,233,0.5840
01719,train,2654,2654,2497,1821,1821,1821,0.6861
01720,train,2669,2669,2582,2073,2073,2073,0.7767
01726,train,601,601,580,420,420,420,0.6988
01727,train,2074,2074,2035,1566,1566,1566,0.7551
01728,train,297,297,293,237,237,237,0.7980
01729,train,992,992,973,178,178,178,0.1794
01730,train,1163,1163,1122,0,0,0,0.0000
01731,train,2465,2465,2327,1889,1889,1889,0.7663
01734,train,2909,2909,2867,2457,2457,2457,0.8446
01738,train,2005,2005,1970,1658,1658,1658,0.8269
01741,train,1123,1123,1109,993,993,993,0.8842
01744,train,2022,2022,1867,1400,1400,1400,0.6924
01745,train,967,967,905,809,809,809,0.8366
01747,train,1182,1182,1155,364,364,364,0.3080
01748,train,2025,2025,1940,1555,1555,1555,0.7679
01755,train,126,126,100,82,82,82,0.6508
01760,val,2947,2947,2796,2321,2321,2321,0.7876
01762,train,2878,2878,2813,2229,2229,2229,0.7745
01763,train,2664,2664,2607,2005,2005,2005,0.7526
01768,train,2632,2632,2452,1016,1016,1016,0.3860
01770,train,2175,2175,1921,1261,1261,1261,0.5798
01771,train,906,906,854,757,757,757,0.8355
01773,val,2578,2578,2534,2405,2405,2405,0.9329
01775,train,2138,2138,1931,368,368,368,0.1721
01778,train,2505,2505,2397,1099,1099,1099,0.4387
01779,train,2121,2121,2014,965,965,965,0.4550
01782,test,2328,2328,1855,833,833,833,0.3578
01783,train,2119,2119,1798,666,666,666,0.3143
01786,val,2857,2857,2642,1717,1717,1717,0.6010
01789,train,2489,2489,2360,1469,1469,1469,0.5902
01792,train,2641,2641,2466,1699,1699,1699,0.6433
01794,test,2042,2042,1710,1279,1279,1279,0.6263
01795,train,1008,1008,917,733,733,733,0.7272
01796,train,2008,2008,1954,1479,1479,1479,0.7366
01798,train,2474,2474,2301,8,8,8,0.0032
01802,train,2669,2669,2572,1799,1799,1799,0.6740
01803,train,1001,1001,891,573,573,573,0.5724
01805,test,2289,2289,2238,1622,1622,1622,0.7086
01806,train,2057,2057,1926,1274,1274,1274,0.6193
01809,train,2135,2135,2125,1532,1532,1532,0.7176
01812,train,1048,1048,948,24,24,24,0.0229
01813,test,2109,2109,1755,340,340,340,0.1612
01816,train,2334,2334,2296,2039,2039,2039,0.8736
01817,train,2873,2873,2809,2145,2145,2145,0.7466
01818,train,2607,2607,2561,2330,2330,2330,0.8937
01819,train,2406,2406,2104,1445,1445,1445,0.6006
01821,train,2058,2058,1412,413,413,413,0.2007
01823,train,2360,2360,2265,1182,1182,1182,0.5008
01825,train,2411,2411,2302,1535,1535,1535,0.6367
01826,train,767,767,760,723,723,723,0.9426
01827,train,1932,1932,1783,1424,1424,1424,0.7371
01828,train,1026,1026,985,766,766,766,0.7466
01830,test,2341,2341,2296,2050,2050,2050,0.8757
01833,train,1964,1964,1722,675,675,675,0.3437
01843,train,456,456,456,313,313,313,0.6864
01845,val,1837,1837,1817,1446,1446,1446,0.7872
01849,train,2808,2808,2731,2341,2341,2341,0.8337
01855,test,1165,1165,1133,657,657,657,0.5639
01858,train,2067,2067,2025,1416,1416,1416,0.6851
01859,train,2384,2384,2106,1373,1373,1373,0.5759
01860,train,2579,2579,2576,2344,2344,2344,0.9089
01862,train,3377,3377,3015,2387,2387,2387,0.7068
01863,test,2146,2146,2138,1453,1453,1453,0.6771
01866,train,2986,2986,2964,2764,2764,2764,0.9257
01867,train,2227,2227,2184,1324,1324,1324,0.5945
01868,train,2476,2476,2217,1238,1238,1238,0.5000
01869,train,2243,2243,2133,1856,1856,1856,0.8275
01870,train,1014,1014,1014,917,917,917,0.9043
01874,train,2124,2124,2002,599,599,599,0.2820
01876,train,2040,2040,1945,1390,1390,1390,0.6814
01877,test,2472,2472,2464,2450,2450,2450,0.9911
01878,train,1134,1134,964,582,582,582,0.5132
01880,train,1200,1200,1190,915,915,915,0.7625
01882,train,2630,2630,2542,1677,1677,1677,0.6376
01883,train,2275,2275,2217,1131,1131,1131,0.4971
01884,train,2481,2481,2384,1380,1380,1380,0.5562
01885,train,2025,2025,1995,1585,1585,1585,0.7827
01887,train,2213,2213,2212,2073,2073,2073,0.9367
01888,train,1595,1595,1489,960,960,960,0.6019
01889,train,2126,2126,2103,2014,2014,2014,0.9473
01892,train,1192,1192,967,503,503,503,0.4220
01893,test,1625,1625,1478,1372,1372,1372,0.8443
01896,train,1440,1440,1247,834,834,834,0.5792
01897,train,2470,2470,2452,14,14,14,0.0057
01900,train,2092,2092,2004,903,903,903,0.4316
01901,train,778,778,710,450,450,450,0.5784
01902,train,1801,1801,1796,1687,1687,1687,0.9367
01905,train,3283,3283,2815,1053,1053,1053,0.3207
01906,train,2596,2596,2291,1438,1438,1438,0.5539
01907,train,1930,1930,1929,1714,1714,1714,0.8881
01908,train,2172,2172,1525,820,820,820,0.3775
01912,train,237,237,235,195,195,195,0.8228
01915,train,2634,2634,2553,769,769,769,0.2920
01921,train,2551,2551,2505,1098,1098,1098,0.4304
01922,train,2083,2083,1717,1048,1048,1048,0.5031
01924,train,1915,1915,1894,1755,1755,1755,0.9164
01925,train,1397,1397,921,270,270,270,0.1933
01926,train,2284,2284,2219,1649,1649,1649,0.7220
01927,train,2631,2631,2018,294,294,294,0.1117
01930,train,2219,2219,2176,1831,1831,1831,0.8251
01933,train,2564,2564,2559,2531,2531,2531,0.9871
01936,train,2481,2481,2066,1698,1698,1698,0.6844
01939,train,2335,2335,2197,530,530,530,0.2270
01941,test,2126,2126,2090,877,877,877,0.4125
01943,train,905,905,878,751,751,751,0.8298
01959,test,1949,1949,1516,905,905,905,0.4643
01960,train,1008,1008,885,723,723,723,0.7173
01961,train,2200,2200,2142,2012,2012,2012,0.9145
01962,train,919,919,885,232,232,232,0.2524
01964,train,1306,1306,1171,91,91,91,0.0697
01965,train,2610,2610,2504,1676,1676,1676,0.6421
01966,train,1935,1935,1838,1526,1526,1526,0.7886
01975,train,987,987,962,471,471,471,0.4772
01976,train,2056,2056,2053,1339,1339,1339,0.6513
01977,train,2305,2305,1913,1082,1082,1082,0.4694
01978,test,2181,2181,2085,875,875,875,0.4012
01979,train,2119,2119,2074,1916,1916,1916,0.9042
01983,test,1006,1006,911,413,413,413,0.4105
01984,train,1951,1951,1931,1645,1645,1645,0.8432
01985,test,2129,2129,2122,1997,1997,1997,0.9380
01987,train,2465,2465,2403,1031,1031,1031,0.4183
01995,train,1143,1143,1102,1096,1096,1096,0.9589
01997,test,2955,2955,2497,1424,1424,1424,0.4819
01998,val,422,422,416,259,259,259,0.6137
02002,train,2267,2267,2135,1529,1529,1529,0.6745
02006,test,2192,2192,2021,1248,1248,1248,0.5693
02009,train,1599,1599,1524,1200,1200,1200,0.7505
02011,train,2318,2318,2146,674,674,674,0.2908
02015,train,2945,2945,2892,2551,2551,2551,0.8662
02019,train,1207,1207,1168,824,824,824,0.6827
02020,test,2921,2921,2730,1209,1209,1209,0.4139
02022,train,2509,2509,2293,2093,2093,2093,0.8342
02023,train,2231,2231,2214,2123,2123,2123,0.9516
02024,train,2676,2676,2676,2652,2652,2652,0.9910
02025,train,1004,1004,965,923,923,923,0.9193
02026,train,2548,2548,2092,91,91,91,0.0357
02027,train,2622,2622,1895,387,387,387,0.1476
02028,train,2044,2044,2042,1945,1945,1945,0.9516
02029,train,2663,2663,2617,1289,1289,1289,0.4840
02032,test,2378,2378,2118,1703,1703,1703,0.7161
02033,train,2308,2308,2251,2057,2057,2057,0.8912
02034,train,2247,2247,2099,993,993,993,0.4419
02035,train,1554,1554,1554,1537,1537,1537,0.9891
02038,train,1868,1868,1849,1773,1773,1773,0.9491
02043,test,2190,2190,2037,1505,1505,1505,0.6872
02045,train,993,993,981,974,974,974,0.9809
02047,train,977,977,929,856,856,856,0.8762
02048,train,2140,2140,1801,1393,1393,1393,0.6509
02051,train,3012,3012,2644,1315,1315,1315,0.4366
02052,train,1111,1111,1045,5,5,5,0.0045
02056,train,730,730,657,416,416,416,0.5699
02058,train,1913,1913,1897,1686,1686,1686,0.8813
02059,train,2147,2147,1979,1254,1254,1254,0.5841
02060,val,1069,1069,878,727,727,727,0.6801
02061,train,1538,1538,1526,1431,1431,1431,0.9304
02064,train,2772,2772,2662,2140,2140,2140,0.7720
02065,train,2783,2783,2725,0,0,0,0.0000
02077,train,2400,2400,2322,1857,1857,1857,0.7738
02078,test,2680,2680,2509,2238,2238,2238,0.8351
02084,train,2189,2189,2171,1389,1389,1389,0.6345
02085,train,2412,2412,2315,1988,1988,1988,0.8242
02086,train,2319,2319,2268,1881,1881,1881,0.8111
02087,train,2317,2317,2205,1761,1761,1761,0.7600
02090,train,1987,1987,1961,1441,1441,1441,0.7252
02091,test,2662,2662,2639,2202,2202,2202,0.8272
02092,train,1700,1700,1686,1664,1664,1664,0.9788
02093,train,1492,1492,1183,686,686,686,0.4598
02099,train,2486,2486,2213,1173,1173,1173,0.4718
02102,train,1166,1166,828,502,502,502,0.4305
02105,train,2018,2018,1976,1960,1960,1960,0.9713
02106,train,2455,2455,2440,2362,2362,2362,0.9621
02109,test,867,867,661,383,383,383,0.4418
02112,train,2588,2588,2551,2216,2216,2216,0.8563
02113,train,2536,2536,2331,1502,1502,1502,0.5923
02114,train,2123,2123,2068,1894,1894,1894,0.8921
02115,train,2548,2548,2502,512,512,512,0.2009
02117,train,2051,2051,2040,1806,1806,1806,0.8805
02118,train,558,558,526,366,366,366,0.6559
02119,train,1419,1419,1281,702,702,702,0.4947
02123,train,1203,1203,1080,814,814,814,0.6766
02131,train,2944,2944,2943,2448,2448,2448,0.8315
02133,val,2590,2590,2573,2012,2012,2012,0.7768
02136,train,2127,2127,2087,1704,1704,1704,0.8011
02137,train,1006,1006,976,880,880,880,0.8748
02138,train,2344,2344,2295,1311,1311,1311,0.5593
02140,train,1596,1596,1544,283,283,283,0.1773
02141,train,2466,2466,2224,1506,1506,1506,0.6107
02142,train,1397,1397,1120,507,507,507,0.3629
02152,train,2895,2895,2739,2003,2003,2003,0.6919
02154,train,2036,2036,1977,1285,1285,1285,0.6311
02155,test,1508,1508,1158,825,825,825,0.5471
02156,train,2132,2132,1689,780,780,780,0.3659
02159,train,2544,2544,2451,1688,1688,1688,0.6635
02161,train,2166,2166,2166,1842,1842,1842,0.8504
02162,train,2700,2700,2551,1634,1634,1634,0.6052
02165,train,1740,1740,1246,175,175,175,0.1006
02166,val,1147,1147,1111,1045,1045,1045,0.9111
02168,train,3144,3144,3143,2667,2667,2667,0.8483
02170,train,947,947,943,914,914,914,0.9652
02172,train,2795,2795,2454,252,252,252,0.0902
02173,train,2446,2446,1866,684,684,684,0.2796
02174,train,2461,2461,2307,976,976,976,0.3966
02186,train,2775,2775,2684,1085,1085,1085,0.3910
02187,train,2226,2226,1975,993,993,993,0.4461
02190,test,556,556,553,475,475,475,0.8543
02193,train,2203,2203,1890,539,539,539,0.2447
02194,test,2109,2109,2069,1020,1020,1020,0.4836
02197,test,254,254,237,198,198,198,0.7795
02198,train,541,541,512,431,431,431,0.7967
02203,train,2999,2999,2972,2330,2330,2330,0.7769
02204,train,744,744,722,577,577,577,0.7755
02206,train,1239,1239,1108,921,921,921,0.7433
02207,train,2464,2464,2452,2302,2302,2302,0.9343
02212,train,1197,1197,1101,511,511,511,0.4269
02213,test,2862,2862,2677,1733,1733,1733,0.6055
02216,train,1152,1152,1120,1008,1008,1008,0.8750
02217,val,2153,2153,1994,1270,1270,1270,0.5899
02219,train,2913,2913,2863,1854,1854,1854,0.6365
02220,train,1747,1747,1729,1573,1573,1573,0.9004
02223,train,2211,2211,1928,1338,1338,1338,0.6052
02229,train,2691,2691,2619,1610,1610,1610,0.5983
02230,train,1543,1543,1516,1259,1259,1259,0.8159
02232,train,2304,2304,2182,1264,1264,1264,0.5486
02234,train,2675,2675,2584,2400,2400,2400,0.8972
02236,val,449,449,368,281,281,281,0.6258
02237,train,297,297,284,256,256,256,0.8620
02239,test,1973,1973,1875,1658,1658,1658,0.8403
02240,test,2660,2660,2591,1825,1825,1825,0.6861
02241,train,2218,2218,2215,1871,1871,1871,0.8436
02243,train,2219,2219,2190,2178,2178,2178,0.9815
02244,train,2124,2124,2053,1872,1872,1872,0.8814
02249,train,2126,2126,1893,867,867,867,0.4078
02250,train,2126,2126,1896,830,830,830,0.3904
02255,train,398,398,386,324,324,324,0.8141
02257,train,1202,1202,1112,682,682,682,0.5674
02264,train,2026,2026,2022,1539,1539,1539,0.7596
02265,val,2824,2824,2780,2404,2404,2404,0.8513
02266,train,496,496,483,344,344,344,0.6935
02267,train,703,703,680,521,521,521,0.7411
02269,test,2452,2452,2361,1144,1144,1144,0.4666
02270,train,1688,1688,1685,1560,1560,1560,0.9242
02272,train,585,585,540,386,386,386,0.6598
02275,test,256,256,256,243,243,243,0.9492
02277,train,1666,1666,1579,637,637,637,0.3824
02278,train,1557,1557,1527,1347,1347,1347,0.8651
02279,train,2526,2526,2484,2086,2086,2086,0.8258
02281,test,2122,2122,1893,689,689,689,0.3247
02282,train,1688,1688,1489,1074,1074,1074,0.6363
02292,test,1336,1336,1045,608,608,608,0.4551
02293,train,2125,2125,2035,1548,1548,1548,0.7285
02297,train,2000,2000,2000,1960,1960,1960,0.9800
02298,train,628,628,534,163,163,163,0.2596
02300,train,1822,1822,1743,1563,1563,1563,0.8578
02301,test,1767,1767,1675,1540,1540,1540,0.8715
02311,train,1723,1723,1490,940,940,940,0.5456
02314,train,2485,2485,2269,1227,1227,1227,0.4938
02319,train,2518,2518,2325,1942,1942,1942,0.7712
02321,train,1116,1116,801,399,399,399,0.3575
02322,train,1104,1104,842,509,509,509,0.4611
02324,train,905,905,840,633,633,633,0.6994
02326,train,2470,2470,2192,1327,1327,1327,0.5372
02327,train,960,960,877,694,694,694,0.7229
02328,train,272,272,267,258,258,258,0.9485
02332,train,258,258,249,198,198,198,0.7674
02334,train,2264,2264,2235,1592,1592,1592,0.7032
02337,train,1613,1613,1418,982,982,982,0.6088
02339,train,1035,1035,851,641,641,641,0.6193
02342,train,2709,2709,2536,1736,1736,1736,0.6408
02343,train,1053,1053,930,809,809,809,0.7683
02347,train,2037,2037,2010,1800,1800,1800,0.8837
02348,test,2086,2086,1891,1092,1092,1092,0.5235
02349,train,2832,2832,2392,1572,1572,1572,0.5551
02350,train,1072,1072,1019,740,740,740,0.6903
02352,train,1605,1605,1482,920,920,920,0.5732
02353,train,2302,2302,2273,1850,1850,1850,0.8036
02355,train,1780,1780,1536,1088,1088,1088,0.6112
02358,train,2239,2239,2235,1677,1677,1677,0.7490
02359,train,2499,2499,2486,1858,1858,1858,0.7435
02361,train,2521,2521,2501,2185,2185,2185,0.8667
